NU_INSCRICAO;NU_ANO;TP_FAIXA_ETARIA;TP_SEXO;TP_ESTADO_CIVIL;TP_COR_RACA;TP_NACIONALIDADE;TP_ST_CONCLUSAO;TP_ANO_CONCLUIU;TP_ESCOLA;TP_ENSINO;IN_TREINEIRO;CO_MUNICIPIO_ESC;NO_MUNICIPIO_ESC;CO_UF_ESC;SG_UF_ESC;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_SIT_FUNC_ESC;CO_MUNICIPIO_PROVA;NO_MUNICIPIO_PROVA;CO_UF_PROVA;SG_UF_PROVA;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;CO_PROVA_CN;CO_PROVA_CH;CO_PROVA_LC;CO_PROVA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TX_RESPOSTAS_CN;TX_RESPOSTAS_CH;TX_RESPOSTAS_LC;TX_RESPOSTAS_MT;TP_LINGUA;TX_GABARITO_CN;TX_GABARITO_CH;TX_GABARITO_LC;TX_GABARITO_MT;TP_STATUS_REDACAO;NU_NOTA_COMP1;NU_NOTA_COMP2;NU_NOTA_COMP3;NU_NOTA_COMP4;NU_NOTA_COMP5;NU_NOTA_REDACAO;Q001;Q002;Q003;Q004;Q005;Q006;Q007;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q017;Q018;Q019;Q020;Q021;Q022;Q023;Q024;Q025
210056450090;2022;2;M;1;1;1;2;0;3;1;0;3304557;Rio de Janeiro;33;RJ;4;1;1;3304557;Rio de Janeiro;33;RJ;0;1;1;0;;1057;1068;;;598.6;584.2;;;DBBCAEECCCACDEBDAAADBBDDBECBCBDEBAECAADAADEAE;BDECDBCCEECCAEEBAADAAEDCBAECBCEAECDAACADBDBBA;;0;;CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB;BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA;;1;160;200;140;120;160;780;F;G;E;D;3;L;A;C;C;B;A;B;B;B;A;B;A;A;B;A;A;C;A;C;B
210055653115;2022;2;M;1;3;1;3;0;1;;1;;;;;;;;2408003;Mossoró;24;RN;1;1;1;1;1085;1057;1068;1075;550.7;580.7;508.8;567.4;EBCBCEECABDCDEAEABDDABDCCACCEDBAEDBCAEBAABABE;DBACAEEDDBAACCBCABEBBAADDEAADBDECBABACADADEAB;BDEDDCCDDEDABDCCAEBACEEBBACABEEAABCEBDCCACEEB;DADADACBCEDCBECDADBCDAECCACAACADBDDEDDAECECBE;0;ADBADABEABCEEEACCBDDADDCBBCCAEBAEBEBEACCCDDDE;CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB;BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA;ECDABEBDCEECDBDCCCCBCXCBAACDBAAACEBABDDEDAEBE;1;140;200;100;160;200;800;D;G;D;D;5;H;A;E;E;E;B;C;B;B;A;B;A;B;E;A;B;E;A;C;B
210055705079;2022;6;M;1;1;1;1;4;1;;0;;;;;;;;3136702;Juiz de Fora;31;MG;1;1;1;1;1086;1055;1065;1076;591.4;611.4;580;770.2;EAEBEECAACBCDCBCDAEBBDCEDDBACECDAEBBCAEDDCABB;DEABCDDBDBAAECBECBEBECDEAAEBCEDACADDDEDDBBBCE;DCBDEEAAADABBDEDBECBDEEBCDBCDAEABECDAEADBDEDE;BBAAACEDECADBCBEADDECADCBBBCBBABDDECCBDDEEDAE;0;EACDDEBEACCCDABCEECBBCCAEBEDABEADBADDCBDDAAEB;DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA;DCBDEEDCAAEAAACABBDBEBACCBEEECCBBDCAAADCCABEDBDECE;DBAAACEBEDAECCBECDEECBDCABECBEABDDCCDBDXCBAAC;1;120;120;140;140;140;660;C;F;D;D;5;D;A;C;D;A;A;B;B;B;A;B;A;A;D;A;A;E;A;C;B
210057168711;2022;7;M;1;3;1;1;1;1;;0;;;;;;;;4313409;Novo Hamburgo;43;RS;1;1;1;1;1086;1055;1065;1076;575.3;606.3;572.2;806.2;DAEACDBABACCDCECADDABECAEBAEBDAECBACCDBCEEAAC;AAABCADBEBAADCBECBDBADDDAAECCBDACACDCBCDDCCCE;DCBDDECBBCABEDBAAACABAAECCBADEEABDACACADBEECA;BBDAACEBEBAECCBEBBDDEBAAADBCBDAEDDCCDDEDCBCAD;0;EACDDEBEACCCDABCEECBBCCAEBEDABEADBADDCBDDAAEB;DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA;DCBDEEDCAAEAAACABBDBEBACCBEEECCBBDCAAADCCABEDBDECE;DBAAACEBEDAECCBECDEECBDCABECBEABDDCCDBDXCBAAC;1;160;200;120;160;200;840;E;E;D;D;2;H;A;B;D;C;A;B;A;B;A;B;A;A;B;A;A;C;A;B;B
210056085532;2022;6;F;1;3;1;1;4;1;;0;;;;;;;;3515004;Embu das Artes;35;SP;1;1;1;1;1086;1055;1065;1076;428.6;510.8;504.9;476.1;BAEABCDEBBDACACBBDEDABCBABCCEECEABEAECCEEAAEA;BEACAACCDEADEAEEBEBBBDADAAEBEEACADBCCDCEEEDCE;ECCAAECBAAECCDDAEACBBAAAACBBEACABDCCACEEEABED;BBBADBCEECBBCBDECECACCACBECBBDDDABECEBBEECACE;1;EACDDEBEACCCDABCEECBBCCAEBEDABEADBADDCBDDAAEB;DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA;DCBDEEDCAAEAAACABBDBEBACCBEEECCBBDCAAADCCABEDBDECE;DBAAACEBEDAECCBECDEECBDCABECBEABDDCCDBDXCBAAC;1;120;120;120;120;80;560;C;C;B;B;6;C;A;B;C;B;A;B;B;B;B;A;A;A;A;B;A;D;A;A;B
210057971117;2022;4;F;2;3;1;2;0;2;1;0;3306107;Valença;33;RJ;2;1;1;3306107;Valença;33;RJ;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;B;D;C;B;3;B;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
210056784072;2022;2;M;1;1;1;2;0;2;1;0;5300108;Brasília;53;DF;2;1;1;5300108;Brasília;53;DF;1;1;1;1;1085;1057;1068;1075;443.5;520.3;536.9;462.9;EBEBBECAAAEABDBECDDCABCDDBAEBDDECBCCBBCDCABCD;ABDCEEBCDBAEACEDEAEDAECBECBDABCDCADDADADBBAAA;ADDACCCBDACEB*BBDDAAEEEBBAEAEEEEACDACBBEBDBAC;EAEBCAECACDEAEEDAACDBBCCECBACBCECDECCCAEDBCBE;0;ADBADABEABCEEEACCBDDADDCBBCCAEBAEBEBEACCCDDDE;CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB;BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA;ECDABEBDCEECDBDCCCCBCXCBAACDBAAACEBABDDEDAEBE;1;120;140;120;140;100;620;G;E;D;D;5;I;A;C;D;B;B;B;B;B;A;B;A;B;C;A;A;E;A;B;B
210057884527;2022;3;F;1;1;1;1;1;1;;0;;;;;;;;3549904;São José dos Campos;35;SP;1;1;1;1;1087;1056;1066;1078;595.9;675.5;685.4;660.7;ACDCCCEACCACBABEEBCABBDDADEEDEAABCDDBEDEEADCA;ECEEBCDDBEEBBABECAEDAEACDCEDABBCDDEABAEDAAABB;DECDBDDBCAEEDCAAADACECACBABAECBABDBCCCABEECBB;BBDCECCBDACBBBBEAAAECEEDCCCCEDCADDDDBBCBEBDCB;0;DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA;ECBABCDDAAECBCBECAEBAEACDEEDABBCDDEABCEDAAADB;DECDBDCEAADDBCABEDCAAADCCECEEBABEEAAABDBCCCABEECBB;BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD;1;160;180;180;180;180;880;F;F;E;E;4;K;A;D;D;B;A;B;B;B;B;B;A;B;B;B;B;E;A;C;B
210056982211;2022;11;F;1;1;1;1;11;1;;0;;;;;;;;3518404;Guaratinguetá;35;SP;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;E;E;F;B;3;C;A;B;C;A;B;B;A;B;A;A;A;A;B;A;A;C;B;A;B
210057805922;2022;4;F;1;3;1;2;0;2;1;0;2602902;Cabo de Santo Agostinho;26;PE;2;1;1;2602902;Cabo de Santo Agostinho;26;PE;1;1;1;1;1085;1057;1068;1075;447;409.5;402.5;382.4;ECCDABEACCDBCAAECEBDEADCEAEBBDAAABCCADCDCBECA;AAACADDEADCDABBDDDCDAEDBCADCDBADBACCBBCBBCDAB;DEBDAACDACDACCEACBCBADDEAACBEBBAEDDBCDBADDBAB;ADCDCADDBCACADBAAECDCDACBAACBCECBCDEAAABDECED;1;ADBADABEABCEEEACCBDDADDCBBCCAEBAEBEBEACCCDDDE;CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB;BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA;ECDABEBDCEECDBDCCCCBCXCBAACDBAAACEBABDDEDAEBE;1;60;100;80;80;20;340;E;C;F;B;2;B;A;B;C;A;A;B;A;B;A;B;A;A;B;A;A;C;A;A;B
210057883837;2022;2;F;1;3;1;2;0;2;1;0;3556503;Várzea Paulista;35;SP;2;1;1;3556503;Várzea Paulista;35;SP;0;1;1;0;;1056;1066;;;423.4;352.3;;;ACCBBABABCBABBBBCBCCACCDBBCCBCBCACCCABBCBBCAC;AABBBECAABDACDAABABBAAAAAABAAAAACBAAAADBBBBAB;;1;;ECBABCDDAAECBCBECAEBAEACDEEDABBCDDEABCEDAAADB;DECDBDCEAADDBCABEDCAAADCCECEEBABEEAAABDBCCCABEECBB;;3;0;0;0;0;0;0;H;H;C;C;4;B;A;B;B;B;A;B;B;B;B;B;A;A;B;A;A;C;A;B;B
210057061667;2022;14;M;2;3;1;1;16;1;;0;;;;;;;;1600600;Santana;16;AP;1;1;1;1;1088;1058;1067;1077;508.5;507.6;488.5;426.5;ADECCBBEDADCEAACABADAAADAAAADEAAADDCBCACBCBBD;EBBAAEEBDEDECDAAAAACDBAEAACDBCCABDACBBBABCBEA;ACCEAEAEACBBBDAAABBBBACEDAABDBEBDACDCBACDDBCD;DECDEDDBACCACDCDDAECABABACBBAABDBAEABBCAEEBBB;1;DDCBBCCDDAADBAABEDABCEEAEBAEBECBDDEBEACCEACCD;CEDAAADBAECBCDDADEABCBECAEEDAEBABBCDECBABEACD;CDBEDACDEACAABDBDBDDCABEEECEABECABEEAAACBBEBADCCCC;CCCCBXCBABECBEABDDDBDECDBDCAACEECCEBDBAAAEDAE;1;100;120;120;120;140;600;B;D;A;B;5;F;A;C;D;B;A;B;A;B;A;B;A;A;C;A;A;D;A;B;B
210056762082;2022;3;M;1;1;1;2;0;3;1;0;2927408;Salvador;29;BA;4;1;1;2927408;Salvador;29;BA;1;1;1;1;1085;1057;1068;1075;537.8;605.4;577.8;551.3;EBAACEDAADBBBEBACDEEABDDCACCEBABADCBCDCBCDDBD;ABDEADBCDCACDDEAAAEBAADDAEBEABEECBDEACECBDEAB;AADCEBCADCBBEBCBAABAEECAEACEEDEDECAACEBDCDBBA;CADCCACDADACEBABDACECBACDEBAECCABCEDADBEACDBB;1;ADBADABEABCEEEACCBDDADDCBBCCAEBAEBEBEACCCDDDE;CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB;BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA;ECDABEBDCEECDBDCCCCBCXCBAACDBAAACEBABDDEDAEBE;1;140;200;160;160;200;860;E;A;F;F;3;B;A;B;D;A;A;B;A;A;B;B;A;A;B;A;A;D;A;A;B
210057202618;2022;2;M;1;1;1;2;0;3;1;0;1302603;Manaus;13;AM;4;1;1;1302603;Manaus;13;AM;1;1;1;1;1085;1057;1068;1075;601.5;708.9;603.9;756;DBBBBABBABBCBEEDECADDBBEDCCCDDDAEBACCABDCDCDA;CBDCABBADEACDCEDAADDBADDDECCABAECBEBACEDAAEAB;BDEDDCCCDACCAAEBBDAACEEABCEDAEEBEEDCAEDEBCBEA;DBDBCBDCCCDBDBCCCCCCCE*CCACBDCAACEBABDCEDACBE;0;ADBADABEABCEEEACCBDDADDCBBCCAEBAEBEBEACCCDDDE;CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB;BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA;ECDABEBDCEECDBDCCCCBCXCBAACDBAAACEBABDDEDAEBE;1;160;200;180;200;180;920;F;G;E;E;4;Q;D;E;E;D;B;C;B;B;B;B;A;B;E;A;B;E;A;D;B
210055836671;2022;17;M;2;3;1;1;16;1;;0;;;;;;;;5201405;Aparecida de Goiânia;52;GO;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;C;D;A;D;2;D;A;B;B;B;A;B;A;B;B;B;A;A;B;A;A;C;A;B;B
210057410777;2022;5;M;1;1;1;1;3;1;;0;;;;;;;;3304557;Rio de Janeiro;33;RJ;1;1;1;1;1085;1057;1068;1075;546.5;581.5;511.5;721.8;EBCCCABBABEADDCBCCCAACADBBCCDBCECABBDBCCCAADA;DBDCEDBCDEDCEDBCAAEDECDDDEBBDBDECBADBADCACCAB;AEACDCCBDEDCBCCBDEAABEBAAADDBEAAABAACEBEADBAB;ACACBAEDCEECCDECCACBBCCEADCBBAAACDBEADAECBCBB;0;ADBADABEABCEEEACCBDDADDCBBCCAEBAEBEBEACCCDDDE;CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB;BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA;ECDABEBDCEECDBDCCCCBCXCBAACDBAAACEBABDDEDAEBE;1;140;40;40;140;40;400;E;E;F;F;5;D;A;B;C;B;A;B;A;B;A;B;A;A;B;A;A;E;A;B;B
210054676923;2022;2;M;1;1;1;2;0;2;1;0;1702208;Araguatins;17;TO;1;2;1;1702208;Araguatins;17;TO;1;1;1;1;1086;1055;1065;1076;418.7;444.2;427.1;462.7;AAEADDCABCEDEEBAADEDAECEDCEADCCEDCBBBACDAEDAD;BAABBBDDADBBCCEDDCABAEDAAAEDCBCDCEAAAEEAEADAA;BDCCEAACAAADCDECDCBBAAEBCCADAAAAEACBDAADEABEB;CCCCDDACDEECABADDCBBCDBABCBCBDABDBEBCBDCEABCA;1;EACDDEBEACCCDABCEECBBCCAEBEDABEADBADDCBDDAAEB;DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA;DCBDEEDCAAEAAACABBDBEBACCBEEECCBBDCAAADCCABEDBDECE;DBAAACEBEDAECCBECDEECBDCABECBEABDDCCDBDXCBAAC;1;140;120;120;100;180;660;E;G;A;D;1;L;A;B;C;A;A;B;B;B;A;A;A;A;B;A;B;B;A;B;B
210055036249;2022;13;F;2;3;1;1;6;1;;0;;;;;;;;3146107;Ouro Preto;31;MG;1;1;1;1;1088;1058;1067;1077;401.8;537.3;493.4;588;EDCDBECEEAECADCCCBECBBCCBEBDDBDCCBBCCBEDCCDAB;CBDAAEABDDABADDDBDACDADBDEDDADBABECAEAECBCDAE;DEBDDCDBDACDBADEEAECCCCEDCCEBBCACACCBBBADECCB;CAEBBCCEACABBEEADCBCCCCEBBDAAEAAECBCDDCAABCAB;0;DDCBBCCDDAADBAABEDABCEEAEBAEBECBDDEBEACCEACCD;CEDAAADBAECBCDDADEABCBECAEEDAEBABBCDECBABEACD;CDBEDACDEACAABDBDBDDCABEEECEABECABEEAAACBBEBADCCCC;CCCCBXCBABECBEABDDDBDECDBDCAACEECCEBDBAAAEDAE;1;100;120;100;120;100;540;B;C;B;B;5;D;A;B;C;B;A;B;A;B;A;B;A;A;B;A;A;E;B;B;B
210056707611;2022;11;M;1;1;1;1;7;1;;0;;;;;;;;1501402;Belém;15;PA;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;E;E;B;D;4;C;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;D;A;A;B
210056158136;2022;3;M;1;3;1;2;0;2;1;0;;;;;;;;2111300;São Luís;21;MA;1;1;1;1;1088;1058;1067;1077;388.2;516.9;503.4;429.3;DECDEBEAAAEBBBDBAEDCBAEDBCBCCCBDABDCDBADDAEAA;EBDDAADEDEBCABEDAEACDBACDBAECDAACBEBECDABADEA;AACEABCACDEEBCEAAAECECAADBDABBEABECABAEDDCCAA;EDDABCECADBEABDAABEACDDBDAEAECBEEDAEDCCBAEBED;1;DDCBBCCDDAADBAABEDABCEEAEBAEBECBDDEBEACCEACCD;CEDAAADBAECBCDDADEABCBECAEEDAEBABBCDECBABEACD;CDBEDACDEACAABDBDBDDCABEEECEABECABEEAAACBBEBADCCCC;CCCCBXCBABECBEABDDDBDECDBDCAACEECCEBDBAAAEDAE;1;140;120;120;140;120;640;B;C;C;B;4;C;A;B;C;A;A;B;A;A;A;B;A;A;B;A;A;D;A;A;B
210054736367;2022;6;F;1;3;1;1;4;1;;0;;;;;;;;1506807;Santarém;15;PA;1;1;1;1;1085;1057;1068;1075;579.3;615.3;567;627.6;ADDCBCCDABCCBEACDBCCACEDDABCEDDAABECACAABDCBE;ABEEABAEDCACDAEDAAADCCDDEEDCDCDECEDDAEADBDEAB;ABDEECCADCCBBECDDEBAEEABCAEDECEDEDDAAEBDBDEAB;EDBBEBBADEEBADBBABCEBDBBBECADAADCCDAEDDEBACCE;1;ADBADABEABCEEEACCBDDADDCBBCCAEBAEBEBEACCCDDDE;CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB;BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA;ECDABEBDCEECDBDCCCCBCXCBAACDBAAACEBABDDEDAEBE;1;100;120;80;120;100;520;D;D;C;B;3;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;B;B
210056916409;2022;3;F;1;1;1;2;0;2;1;0;2704302;Maceió;27;AL;1;1;1;2704302;Maceió;27;AL;1;1;1;1;1088;1058;1067;1077;562.6;569.5;570.4;617.3;BDBCACCDEAEBCBADBAABCABEDBECBDADCBECBBCCDBECA;DBCAADDBDCCBADEBCAACCBACECDDACEABEDAEABABCACE;CDBEDEEABDBDBDADEEDEECAACADABDEEBACBBCBBDCBAA;EEBCBCEAACACBEBBDACEDCBADDCCBEEBCCECDADDEEBED;0;DDCBBCCDDAADBAABEDABCEEAEBAEBECBDDEBEACCEACCD;CEDAAADBAECBCDDADEABCBECAEEDAEBABBCDECBABEACD;CDBEDACDEACAABDBDBDDCABEEECEABECABEEAAACBBEBADCCCC;CCCCBXCBABECBEABDDDBDECDBDCAACEECCEBDBAAAEDAE;1;140;200;160;160;160;820;E;E;D;D;4;E;A;C;C;B;A;B;B;B;A;B;A;A;C;A;A;E;A;B;B
210054682984;2022;2;M;1;3;1;4;0;1;;0;;;;;;;;2211001;Teresina;22;PI;1;1;1;1;1085;1057;1068;1075;460.8;437.2;411.3;458.6;ABCEBDECDADBBEDDECBEECCCCCCBACCBACBBBDECCECBA;ACBCBDCBEEDCBACABBBBBBCBCBDDCBBCCCCCCCACEDCAA;ADABBBCDDAECBEADBCDBDBACDBDCBAABBDCCECBDCDBDC;CBBCBCCDBEBBBCDCAABDACEAADDBEBDABCBECDCDBDCCA;1;ADBADABEABCEEEACCBDDADDCBBCCAEBAEBEBEACCCDDDE;CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB;BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA;ECDABEBDCEECDBDCCCCBCXCBAACDBAAACEBABDDEDAEBE;1;120;180;120;120;80;620;C;E;C;D;4;D;A;C;E;B;A;C;A;C;A;A;A;A;B;A;A;E;B;B;B
210054737692;2022;3;M;1;3;1;2;0;2;1;0;;;;;;;;4305207;Cerro Largo;43;RS;1;1;1;1;1087;1056;1066;1078;518.3;455;478;635.4;DCECBCEAEBBCBDDDBCECCDECDEEEDBDEBABDBECDDBACD;BBAAEECBBCCAEDEDCDCDACCEACDAABEBDCEAAAEDBBEEC;DCCDADABBCCADEAEADBBEEBCDCDCABECBDBABDAEDECCA;BEEAABABDCCDECCCCDBCDEDEBBCBDDDBDDECDCCCDBBAE;0;DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA;ECBABCDDAAECBCBECAEBAEACDEEDABBCDDEABCEDAAADB;DECDBDCEAADDBCABEDCAAADCCECEEBABEEAAABDBCCCABEECBB;BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD;1;120;120;120;120;100;580;E;E;D;B;4;D;A;C;C;B;A;B;B;B;A;B;A;A;B;A;A;C;A;B;B
210054504296;2022;13;F;1;2;1;1;16;1;;0;;;;;;;;4309308;Guaíba;43;RS;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;E;B;B;B;3;B;A;C;D;C;B;B;B;B;B;B;B;B;D;B;A;E;B;B;B
210054843049;2022;3;M;1;3;1;2;0;2;1;0;1100254;Presidente Médici;11;RO;2;1;1;1100254;Presidente Médici;11;RO;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;H;H;F;B;3;B;A;B;D;A;B;B;B;B;A;B;A;A;B;B;A;C;A;B;B
210055401953;2022;2;F;1;1;1;2;0;2;1;0;;;;;;;;4108403;Francisco Beltrão;41;PR;1;1;1;1;1085;1057;1068;1075;440.1;516.3;385.1;403.4;EDCAAACEDAEADAEBCAAAECADDBBECBBCABBCDEAAAABCE;DACBAEDCDAACDCBEDEAEEADBDDAEABACEBCDCEADACEAB;ECCEEAADAADBBBADAECCBEABADDBEAAAAACAADBAEAEAC;BAAADBEAACBCAEAAAEAEBAEEABECAECCABECAAABCACBB;1;ADBADABEABCEEEACCBDDADDCBBCCAEBAEBEBEACCCDDDE;CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB;BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA;ECDABEBDCEECDBDCCCCBCXCBAACDBAAACEBABDDEDAEBE;1;100;80;80;120;20;400;H;E;F;B;3;C;A;B;C;A;A;B;B;B;A;B;A;A;B;A;A;D;A;A;B
210056529970;2022;4;F;1;4;1;1;1;1;;0;;;;;;;;5200258;Águas Lindas de Goiás;52;GO;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;B;E;B;D;5;C;A;D;D;C;A;B;A;B;A;B;A;A;D;A;B;E;A;C;B
210056981791;2022;2;F;1;2;1;2;0;2;1;0;3550308;São Paulo;35;SP;2;1;1;3550308;São Paulo;35;SP;0;1;1;0;;1057;1068;;;537.6;572.1;;;CEDCEDBCBBADBCDAAAEBCBEADCEACBDECBADAAADBDEAC;DDEDDCCCDBBEEBCBBDEAEEDADACDECEAABBDADBDBDBED;;0;;CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB;BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA;;1;120;140;120;120;100;600;H;D;F;F;2;A;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
210057533212;2022;2;F;1;3;1;3;0;1;;1;;;;;;;;3304557;Rio de Janeiro;33;RJ;1;1;1;1;1086;1055;1065;1076;471;580.8;535.6;577.8;EACCAECABEDDDADCDDABCBEDCDBBDEDEECBBDECACADBD;BEAACAEBDBBEEBBECBBBCDDBAEBBCECADAEDCBEDDBDCD;BDBDEEBAAAABBEECBECCDACECDABCEBAADAABAAEBDEEA;ABBCACDBBDECBBEEABDDDADCCDBCBBAEAAEEDECADBACE;0;EACDDEBEACCCDABCEECBBCCAEBEDABEADBADDCBDDAAEB;DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA;DCBDEEDCAAEAAACABBDBEBACCBEEECCBBDCAAADCCABEDBDECE;DBAAACEBEDAECCBECDEECBDCABECBEABDDCCDBDXCBAAC;1;120;160;120;120;100;620;C;E;C;C;6;D;A;B;C;A;A;B;A;B;A;A;A;A;B;A;B;E;A;A;B
210056312901;2022;17;F;3;2;1;2;0;2;;0;3305109;São João de Meriti;33;RJ;2;1;1;3305109;São João de Meriti;33;RJ;1;1;1;1;1087;1056;1066;1078;417.4;544.4;467.9;494.2;EECCECADAEAADBAACEBCADDDCEEEBCDCCCBDBEDBEDBDB;EABABECAADECDDBDBEDEACCCCDDAABBEAACABCEDAABEA;CCECDCCBCADCCEEEAEBCCCCDEEAAABDADCECCEADDEDBA;BBECAECBABBCEBECCDACEDDDDDDDDEDCDDDDDDBCDDDDD;0;DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA;ECBABCDDAAECBCBECAEBAEACDEEDABBCDDEABCEDAAADB;DECDBDCEAADDBCABEDCAAADCCECEEBABEEAAABDBCCCABEECBB;BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD;1;100;120;100;120;100;540;D;A;C;B;1;A;A;B;B;A;A;B;A;A;A;B;A;A;B;A;A;B;A;A;A
210057385810;2022;6;F;1;3;1;1;3;1;;0;;;;;;;;3106200;Belo Horizonte;31;MG;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;B;D;A;A;3;B;A;B;C;A;A;B;A;B;A;A;A;A;B;A;A;E;A;C;B
210054722210;2022;6;M;1;3;1;1;3;1;;0;;;;;;;;1506807;Santarém;15;PA;1;1;1;1;1088;1058;1067;1077;416.8;525.1;497.2;526.7;CCCBACABCBACBBAAAACBBBDCACECAAABABACADCEABDAA;AEDEAECCEECAACADCEABBADCEAAAAAAAADADCBBABDACA;DDBBCCACDDEDBDCECDECEAAAEEDCBCEADACBCCCDABDED;ADDBBDDBCDCBBAADDBBDDCBCDDBBCDDBEBBEEBCEBECBD;0;DDCBBCCDDAADBAABEDABCEEAEBAEBECBDDEBEACCEACCD;CEDAAADBAECBCDDADEABCBECAEEDAEBABBCDECBABEACD;CDBEDACDEACAABDBDBDDCABEEECEABECABEEAAACBBEBADCCCC;CCCCBXCBABECBEABDDDBDECDBDCAACEECCEBDBAAAEDAE;1;100;120;100;60;0;380;E;E;C;F;4;E;A;B;C;A;A;B;B;A;A;B;A;A;C;A;B;D;A;B;A
210054531532;2022;3;M;1;1;1;2;0;2;1;0;4304630;Capão da Canoa;43;RS;2;1;1;4304630;Capão da Canoa;43;RS;1;1;1;1;1087;1056;1066;1078;585.1;484.1;501.7;587.5;CCACDCABECBEDEBDBBCACEEADEACDCBABABCECBCBABDC;DBDCBABDDBDCAAACEEDDACADCAADEBEDDEAACAEDBCABD;ADCBECDBCACAEEBEDDCADCABBEAAEBAABDBCDAABECDEC;BEECACBDDBADDBBCCDADCBADBDEBDBABDCEAAADCAECBD;0;DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA;ECBABCDDAAECBCBECAEBAEACDEEDABBCDDEABCEDAAADB;DECDBDCEAADDBCABEDCAAADCCECEEBABEEAAABDBCCCABEECBB;BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD;1;100;120;100;100;100;520;E;F;D;D;3;H;A;B;C;C;C;B;C;B;A;B;A;B;D;B;A;D;A;B;B
