NU_INSCRICAO;NU_ANO;TP_FAIXA_ETARIA;TP_SEXO;TP_ESTADO_CIVIL;TP_COR_RACA;TP_NACIONALIDADE;TP_ST_CONCLUSAO;TP_ANO_CONCLUIU;TP_ESCOLA;TP_ENSINO;IN_TREINEIRO;CO_MUNICIPIO_ESC;NO_MUNICIPIO_ESC;CO_UF_ESC;SG_UF_ESC;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_SIT_FUNC_ESC;CO_MUNICIPIO_PROVA;NO_MUNICIPIO_PROVA;CO_UF_PROVA;SG_UF_PROVA;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;CO_PROVA_CN;CO_PROVA_CH;CO_PROVA_LC;CO_PROVA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TX_RESPOSTAS_CN;TX_RESPOSTAS_CH;TX_RESPOSTAS_LC;TX_RESPOSTAS_MT;TP_LINGUA;TX_GABARITO_CN;TX_GABARITO_CH;TX_GABARITO_LC;TX_GABARITO_MT;TP_STATUS_REDACAO;NU_NOTA_COMP1;NU_NOTA_COMP2;NU_NOTA_COMP3;NU_NOTA_COMP4;NU_NOTA_COMP5;NU_NOTA_REDACAO;Q001;Q002;Q003;Q004;Q005;Q006;Q007;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q017;Q018;Q019;Q020;Q021;Q022;Q023;Q024;Q025
210054981232;2022;11;M;1;1;1;1;9;1;;0;;;;;;;;2910800;Feira de Santana;29;BA;0;1;1;0;;1058;1067;;;529.3;623.4;;;CBEAAAEECDDACCDBDCABEDDEBAADCDBBCDADEBDABCACB;ABDEACADBDBEBDDAEBECECEAEDCABEECEACBBEBADBCBB;;1;;CEDAAADBAECBCDDADEABCBECAEEDAEBABBCDECBABEACD;CDBEDACDEACAABDBDBDDCABEEECEABECABEEAAACBBEBADCCCC;;1;120;120;120;120;60;540;B;B;A;A;1;B;A;B;C;B;A;B;A;A;A;B;A;A;A;A;A;B;A;B;B
210057967776;2022;1;F;1;1;1;3;0;1;;1;;;;;;;;3551702;Sertãozinho;35;SP;0;1;1;0;;1057;1068;;;572.7;519.9;;;DEDCEEDDDEDEAAEDDAAECCDEAEBBBBAECBEBAEBDAAEAE;ADCDCDCADACABACACCDADECABACAEEEBACAACDDCBDBCE;;0;;CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB;BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA;;1;120;140;120;140;80;600;D;D;B;D;4;C;A;C;C;B;A;B;A;B;A;B;A;B;C;A;A;C;B;B;B
210057239420;2022;12;F;1;1;1;1;16;1;;0;;;;;;;;2402006;Caicó;24;RN;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;A;D;A;A;2;B;A;B;B;A;B;B;A;A;A;A;A;A;B;A;A;C;A;B;B
210054693381;2022;11;M;1;2;1;1;12;1;;0;;;;;;;;5300108;Brasília;53;DF;1;1;1;1;1085;1057;1068;1075;653.7;622;587.2;651.8;ADBACEBDCBDEDEBDEBDDABBCCBCCBECAEBABDBCBCDDBA;EBDCABBEDCAEECECAAAEBCDDEEBBABAEBBDCAEEDBDEAC;BDECDCCCDACBBECBBAAABCCDCAEBECDBEAEDABDDEDEAA;CCCBDACCCDB.BBBCBBBBDDEBADDABDCBCECAADCEDACBE;0;ADBADABEABCEEEACCBDDADDCBBCCAEBAEBEBEACCCDDDE;CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB;BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA;ECDABEBDCEECDBDCCCCBCXCBAACDBAAACEBABDDEDAEBE;1;120;140;120;120;160;660;G;G;D;D;1;G;A;B;B;B;A;B;A;B;A;B;A;B;B;A;A;B;A;B;B
210054660500;2022;10;M;1;3;1;1;8;1;;0;;;;;;;;1100114;Jaru;11;RO;1;1;1;1;1088;1058;1067;1077;442.7;435.1;380.5;453.7;DEDCDEABEAACADCBDCAEABEDBCDACAECABBCBBEDBBCCA;CDAAACEDCAABAADECAADBEDDACDBACCBDAEDCACECBADB;ACEDBCEADBAEDCAACABDEBACECADAAEBBAECCACDBECCA;ECEDAEBACCACBBDBABDEACBBEDBCADDABDCEACCDEECBC;1;DDCBBCCDDAADBAABEDABCEEAEBAEBECBDDEBEACCEACCD;CEDAAADBAECBCDDADEABCBECAEEDAEBABBCDECBABEACD;CDBEDACDEACAABDBDBDDCABEEECEABECABEEAAACBBEBADCCCC;CCCCBXCBABECBEABDDDBDECDBDCAACEECCEBDBAAAEDAE;1;120;120;120;120;0;480;C;C;A;B;1;B;A;B;B;A;B;B;B;A;B;A;A;A;A;A;A;B;A;A;B
210055760466;2022;3;F;1;2;1;2;0;2;1;0;3304524;Rio das Ostras;33;RJ;2;1;1;3304524;Rio das Ostras;33;RJ;1;1;1;1;1086;1055;1065;1076;650.2;585.7;595.3;595.9;EABCDEBDADCCDABBCBADACCEEDECABEABBAEECDEDABBB;ACABCEDADBAADBBEBCCBEADAADDCABCADCCDBECACBDCE;DCBDEEBAAAABBDEBABCCEECEBCBBBEAAADCCCDCDBDDEA;CDCCBCEBECDCAAADACAEEADDBEBCAEADDDCCABEDEDABA;0;EACDDEBEACCCDABCEECBBCCAEBEDABEADBADDCBDDAAEB;DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA;DCBDEEDCAAEAAACABBDBEBACCBEEECCBBDCAAADCCABEDBDECE;DBAAACEBEDAECCBECDEECBDCABECBEABDDCCDBDXCBAAC;1;160;200;180;180;140;860;E;F;B;D;3;E;A;D;D;B;B;B;B;B;A;B;A;B;C;B;A;D;A;C;B
210055745599;2022;2;M;1;1;1;3;0;1;;1;;;;;;;;3304557;Rio de Janeiro;33;RJ;1;1;1;1;1085;1057;1068;1075;498;448;501.1;539.2;ABCBBCACAADBBDEBDBCEEBCDACCCCDBABDECAEBACABEA;DBECBBBCADCDACECBABBCACEDDBEAAEABEAEBCDADDAAB;BCEDDCCDDBDBEACEDCBACDECAAEACDEBCAACCADEBDCBA;DCDCEABCADCBBAADBACCCBBDABADCEBECDEECDCEBACDB;0;ADBADABEABCEEEACCBDDADDCBBCCAEBAEBEBEACCCDDDE;CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB;BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA;ECDABEBDCEECDBDCCCCBCXCBAACDBAAACEBABDDEDAEBE;1;120;140;120;120;80;580;E;G;D;E;6;H;B;D;B;B;A;B;A;B;A;B;A;A;D;A;B;E;B;C;B
210057372555;2022;3;F;1;1;1;1;1;1;;0;;;;;;;;2700300;Arapiraca;27;AL;1;1;1;1;1087;1056;1066;1078;524.3;564.3;543.7;594.5;DCEADCAABDBCADCEBACCADCDBEBDBEBCBCCADADADEABC;EBDABCCDDCECDCBDEEDBAACDDEADBDDEDACABCBAAAEEB;DAECADECCCCACBAAADACEDECABAAEAAABDACEDACEBDBB;BBEDABCCDCBAEACECCCDCEEEBDCBDEACECCDDACBBEECD;1;DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA;ECBABCDDAAECBCBECAEBAEACDEEDABBCDDEABCEDAAADB;DECDBDCEAADDBCABEDCAAADCCECEEBABEEAAABDBCCCABEECBB;BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD;1;120;180;140;120;80;640;G;E;D;B;5;A;A;B;C;A;A;B;B;A;A;A;A;A;B;A;A;C;A;A;B
210055322073;2022;6;F;1;2;1;1;3;1;;0;;;;;;;;2907301;Castro Alves;29;BA;1;1;1;1;1088;1058;1067;1077;533.1;476.8;453.2;414.2;CACBDCEEDADACCCBCEDBCDCACBAABEEDAECCCBACBABAE;BEBEAEDEDEAEACDAEDADDCDEEDACACEAEECDBAACDCEDD;BCAEACAEDDBCBAEACAACEDECCCEABBCAADCAEBCADEDED;CCAACDCBADBEDCCBABCECBCCDEBEACCACCDEBDDECDDBA;1;DDCBBCCDDAADBAABEDABCEEAEBAEBECBDDEBEACCEACCD;CEDAAADBAECBCDDADEABCBECAEEDAEBABBCDECBABEACD;CDBEDACDEACAABDBDBDDCABEEECEABECABEEAAACBBEBADCCCC;CCCCBXCBABECBEABDDDBDECDBDCAACEECCEBDBAAAEDAE;1;80;120;80;100;100;480;C;E;A;A;3;B;A;B;C;A;A;B;A;A;A;B;A;A;B;A;A;D;A;A;B
210054940181;2022;11;M;1;3;1;1;7;1;;0;;;;;;;;2927408;Salvador;29;BA;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;D;F;E;D;4;M;A;E;D;C;A;B;B;B;A;B;A;A;C;A;B;E;B;C;B
210056692354;2022;13;M;1;2;1;1;11;1;;0;;;;;;;;2927408;Salvador;29;BA;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;C;C;B;B;3;B;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
210055945790;2022;3;F;1;3;1;1;1;1;;0;;;;;;;;3555406;Ubatuba;35;SP;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;E;D;B;B;3;B;A;B;C;B;A;B;A;A;A;A;A;B;B;A;B;B;A;A;A
210056126575;2022;4;F;1;4;1;1;2;1;;0;;;;;;;;3552205;Sorocaba;35;SP;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;E;E;D;B;2;B;A;B;C;B;A;B;B;B;B;B;A;B;B;A;B;B;A;A;B
210055861993;2022;16;M;2;2;2;1;16;1;;0;;;;;;;;2211001;Teresina;22;PI;1;1;1;1;1087;1056;1066;1078;561.6;536.1;509.7;532;ADDCABAEACDBBECBACEBDEDCDCACADAEBABCBCBCBEDBD;EBBABEADEBEBCDBADDDDBDCAEEACABBDDBCABEBAAAABD;ABEDCCDBCACEDEAEBDABCCEBEABACACAEDECACCBADDEB;BEEAACCAEACAEABCDECBECDACEABECADACEBADBCDABAE;0;DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA;ECBABCDDAAECBCBECAEBAEACDEEDABBCDDEABCEDAAADB;DECDBDCEAADDBCABEDCAAADCCECEEBABEEAAABDBCCCABEECBB;BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD;1;100;120;100;80;100;500;C;A;D;A;5;D;A;B;C;B;A;B;B;A;A;B;A;A;C;A;A;E;A;B;B
210056213106;2022;13;F;2;3;1;1;16;1;;0;;;;;;;;2304400;Fortaleza;23;CE;1;1;1;1;1087;1056;1066;1078;515.1;497.5;496.4;380;ACDCCBEBAAACEBDDCBDEBABCDEACDEAEBEDCBDBADEBCC;EBDABEDEAEEBEDBDEEDBACDBDCADBECEDCCA*DDEBBABC;CDBAADDBCADAABAAADECCEDCEDBAAEBBDCECDCADBEACB;ABCCACBEECBDEBDDCDECBACDADABCABCDAEDBCDEAEABA;1;DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA;ECBABCDDAAECBCBECAEBAEACDEEDABBCDDEABCEDAAADB;DECDBDCEAADDBCABEDCAAADCCECEEBABEEAAABDBCCCABEECBB;BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD;1;120;40;40;120;40;360;E;D;C;B;5;D;A;C;D;B;B;B;A;B;A;B;A;A;B;A;A;D;A;B;B
210056406426;2022;3;M;1;3;1;2;0;2;1;0;3550308;São Paulo;35;SP;2;1;1;3550308;São Paulo;35;SP;0;1;1;0;;1057;1068;;;578.7;558.6;;;BADCABBACBACCCBCAAEABADDAEAECBAEBBBBAEAACDEAC;AADEECCDDECCDEBBACAAEEDABADEBBAAACCDADBCBDEAD;;1;;CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB;BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA;;1;160;200;120;200;160;840;D;E;B;B;6;E;A;B;D;B;A;B;B;B;B;B;A;B;D;A;A;E;A;B;B
210055085713;2022;3;F;1;3;1;2;0;2;1;0;2304400;Fortaleza;23;CE;2;1;1;2304400;Fortaleza;23;CE;1;1;1;1;1085;1057;1068;1075;458.3;485.6;510.1;489.1;AACDBCBAADEACBBBADEEBDDDCACBCABBCACCABDCEDDCD;DCABEDDBCBDCAABCAADBEADEBECDABDBDBADBEADECAAB;CADCECCDDBCEBDCCBAAAECECBACEBEEACADBECDCABECA;EBECADEBCDCBADBCDBAEBDDAEDECBEDABDEBDACECADBB;1;ADBADABEABCEEEACCBDDADDCBBCCAEBAEBEBEACCCDDDE;CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB;BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA;ECDABEBDCEECDBDCCCCBCXCBAACDBAAACEBABDDEDAEBE;1;140;200;160;140;160;800;F;F;D;D;5;F;A;C;D;C;A;B;B;B;A;B;A;B;D;A;A;E;A;C;B
210056525167;2022;2;F;1;1;1;2;0;3;1;0;3550308;São Paulo;35;SP;4;1;2;3550308;São Paulo;35;SP;1;1;1;1;1085;1057;1068;1075;549.6;597.5;571.3;625.1;EDDBBAECACEADABEBDDCADBECBACCBDACAABDABCDADDD;EBCCEBBDDBACADBDAAADBEAEBEDBEBDECEEBADADADDAB;BDBDDCCCEBCAACCBDABAEEEABAEAECEBEAEABDAABCEAE;CADCABDACECDAECDDAABBDBECACBBCDCBDCABDCEBACBE;0;ADBADABEABCEEEACCBDDADDCBBCCAEBAEBEBEACCCDDDE;CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB;BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA;ECDABEBDCEECDBDCCCCBCXCBAACDBAAACEBABDDEDAEBE;1;120;200;140;140;100;700;E;F;D;B;3;H;A;C;C;C;A;B;C;B;A;B;A;A;D;A;B;D;A;C;B
210057226583;2022;6;M;1;1;1;2;0;2;1;0;2409308;Patu;24;RN;2;1;1;2409308;Patu;24;RN;1;1;1;1;1088;1058;1067;1077;524.4;399.6;401.2;447.5;DEDBBCEADBEBDDDDAAADDDAEECABABBDCCEBEECCEEBAC;DDBBDCBDAAADBADABABBDBAACBCCCAAAABCDBCECDBCBA;CDBDEDADDEBEBBDBDBDDACEEBCEEBBDDABDEADACDDBAB;CDCCDBAEBCAC...DCBAEDCBDBEBEBCCBDBEDECDDCEBBB;0;DDCBBCCDDAADBAABEDABCEEAEBAEBECBDDEBEACCEACCD;CEDAAADBAECBCDDADEABCBECAEEDAEBABBCDECBABEACD;CDBEDACDEACAABDBDBDDCABEEECEABECABEEAAACBBEBADCCCC;CCCCBXCBABECBEABDDDBDECDBDCAACEECCEBDBAAAEDAE;1;160;200;140;180;200;880;H;B;F;A;2;B;A;B;C;A;A;B;B;A;A;A;A;A;B;A;A;C;A;A;B
210056094856;2022;3;M;1;3;1;2;0;2;1;0;;;;;;;;3529401;Mauá;35;SP;1;1;1;1;1086;1055;1065;1076;525.5;557.2;525.2;551.4;CEAABDBABDCAAABEBBEEBCBAEDABECEEBBECDDBEDACAC;DEABAADABBACDCEBCDCBADDAACBDBECAACDEBEBDACBCB;EDCBACCBAEBBEDBDBBCCDAAEBCBADCABAEECCAAEDCECA;ACDAECDEECDCDCBCBECBDEABCAEBBEABEDDBACBDAEAAD;1;EACDDEBEACCCDABCEECBBCCAEBEDABEADBADDCBDDAAEB;DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA;DCBDEEDCAAEAAACABBDBEBACCBEEECCBBDCAAADCCABEDBDECE;DBAAACEBEDAECCBECDEECBDCABECBEABDDCCDBDXCBAAC;1;120;140;120;140;80;600;D;G;B;D;3;F;A;C;C;B;A;B;A;B;A;A;A;B;C;B;B;D;A;A;B
210055976170;2022;3;M;1;1;1;2;0;2;1;0;3538006;Pindamonhangaba;35;SP;2;1;1;3538006;Pindamonhangaba;35;SP;1;1;1;1;1087;1056;1066;1078;536.2;572.1;595.9;561.5;DBAEDCCCDCAABEDEBAECCECCAEECBDBCDAAEDCDCBEDEB;EAACBADEADCBBBCBCDBCACABDCEAEEADBDEABBEDAAABB;DECDBEDBCCEAADEACDECECCEBEBAECEAEDBCCCABEEDBA;BEBBACABADCEEBBE*DADCDCECAAEDCAECABDADACADDAC;0;DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA;ECBABCDDAAECBCBECAEBAEACDEEDABBCDDEABCEDAAADB;DECDBDCEAADDBCABEDCAAADCCECEEBABEEAAABDBCCCABEECBB;BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD;1;100;180;120;120;80;600;H;G;D;E;5;H;A;C;E;B;A;C;B;B;A;A;A;B;D;A;A;E;B;E;B
210057061266;2022;14;M;0;3;1;1;10;1;;0;;;;;;;;1500800;Ananindeua;15;PA;1;1;1;1;1086;1055;1065;1076;504.9;511.8;402.1;354.1;BBBBBBCCCCACEAADDDDDBBCDDBBBBBAAADDDBBBBAAAAA;DEABBCEEDCADEBECBDABADEAAEAACBCAEDACAAEABBAAA;ABABABADAEADDDBBACABDECCBEDDAEAEAEECDBADDABEA;DDDCEBBEBBEEAAEBEEBBBBBBCCCCCECCCCBBBBB*DDDDD;0;EACDDEBEACCCDABCEECBBCCAEBEDABEADBADDCBDDAAEB;DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA;DCBDEEDCAAEAAACABBDBEBACCBEEECCBBDCAAADCCABEDBDECE;DBAAACEBEDAECCBECDEECBDCABECBEABDDCCDBDXCBAAC;1;120;120;120;120;120;600;C;A;B;B;4;E;A;B;C;A;A;B;A;B;A;A;A;A;B;A;A;C;A;A;A
210056560373;2022;5;F;1;3;1;1;3;1;;0;;;;;;;;2902807;Barra da Estiva;29;BA;1;1;1;1;1088;1058;1067;1077;453.1;375.9;413.4;499;ABCAEABBCEDDAACCABBCCDDEEAABCDBCADEEDCCBBAADE;DBEDCEABCABEBBACEBCAAEABDEDAACEBEDCBDACDBCCAE;DDABCCAADDEDEABDAEEBBAEDCBDAADCCDACACBDEBDAAE;DBCAECBEACDCBCACDDBACDBEAEABADAABCCEDCBCAACDE;1;DDCBBCCDDAADBAABEDABCEEAEBAEBECBDDEBEACCEACCD;CEDAAADBAECBCDDADEABCBECAEEDAEBABBCDECBABEACD;CDBEDACDEACAABDBDBDDCABEEECEABECABEEAAACBBEBADCCCC;CCCCBXCBABECBEABDDDBDECDBDCAACEECCEBDBAAAEDAE;3;0;0;0;0;0;0;A;B;A;B;5;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B
210055624953;2022;3;F;1;3;1;2;0;2;1;0;;;;;;;;3303302;Niterói;33;RJ;1;1;1;1;1087;1056;1066;1078;386.6;421.8;514.5;396.8;DCDDCDBABBBCDBAEDCBCBDAEEB*DBDBCADEECBDCDBCAD;BDDBABADDBDAADACCBCEACADBEACEADAECDECDEBBAEAB;AADACDDBCAEADAEBBDCCCBEAACAACBEACDBCBBCBAECCC;CDBAEBDCEDCBCBCCDBCDCEABAACDBEAEECABADDBDCBCB;1;DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA;ECBABCDDAAECBCBECAEBAEACDEEDABBCDDEABCEDAAADB;DECDBDCEAADDBCABEDCAAADCCECEEBABEEAAABDBCCCABEECBB;BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD;1;120;120;120;140;120;620;D;C;A;B;4;A;A;B;C;A;A;B;B;A;A;A;A;A;B;A;A;B;A;A;B
210057153840;2022;3;F;1;1;1;1;1;1;;0;;;;;;;;3167202;Sete Lagoas;31;MG;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;B;D;C;B;3;C;A;C;C;B;A;B;A;A;A;A;A;A;C;A;B;C;A;A;B
210054616341;2022;4;M;1;1;1;1;1;1;;0;;;;;;;;2304400;Fortaleza;23;CE;1;1;1;1;1088;1058;1067;1077;474.9;441.4;370.1;450.3;DBEACCCEEEADBCEEBEECDECDBBBCACDCEADBADDADBBCE;ABBAAEDEBCCBBDBBCBACDAADEBDEEEADCEACBAEBBABED;CBEECCEDDDBDEDCECBCDEBCCDEBCEBBEBDEDEDDDADDEA;EBEAECCCCBBCAAEAABDDEDCADECDDBEBCBDACCDBBECDE;0;DDCBBCCDDAADBAABEDABCEEAEBAEBECBDDEBEACCEACCD;CEDAAADBAECBCDDADEABCBECAEEDAEBABBCDECBABEACD;CDBEDACDEACAABDBDBDDCABEEECEABECABEEAAACBBEBADCCCC;CCCCBXCBABECBEABDDDBDECDBDCAACEECCEBDBAAAEDAE;1;120;120;60;100;40;440;H;F;F;F;2;D;A;C;C;B;A;B;B;B;A;B;B;A;B;A;A;B;A;B;B
210057923356;2022;2;F;1;2;1;2;0;2;;0;;;;;;;;2103307;Codó;21;MA;1;1;1;1;1086;1055;1065;1076;369.3;504.5;438.9;462.9;BCDABCDDCEEDADDCABABADDDACBBEBBCECACDADCABEBA;CEABEADBEBBACEDCECCDBDDDADEBBDCADBEEBEABEBACC;BCCADBCDABDADAABECBBBACEBCBCCBEADDEADCDBEABCE;DADEECBEECBCEACDAEEBACEDCDAADCABECDAEBCCBAEBA;0;EACDDEBEACCCDABCEECBBCCAEBEDABEADBADDCBDDAAEB;DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA;DCBDEEDCAAEAAACABBDBEBACCBEEECCBBDCAAADCCABEDBDECE;DBAAACEBEDAECCBECDEECBDCABECBEABDDCCDBDXCBAAC;1;120;140;120;120;80;580;E;E;F;A;4;A;A;B;D;A;B;B;A;A;A;A;A;A;A;A;A;B;A;A;A
210056362369;2022;14;M;2;2;1;1;16;1;;0;;;;;;;;5300108;Brasília;53;DF;1;1;1;1;1085;1057;1068;1075;495.3;672.6;578.8;437;EDBBDCBABAECEEACCDDDBEECABCACE...CCBD.C....CA;EBCEEBBDDEACDDBDAAADEBDDAECBEBDECBEBAEEDAAEAB;AADAECCCDCDABCCBCADAEECBAAEBEEEBDDDAAEBECBADA;BCABD.DD.........CB.A..CCBE............EEAE.E;1;ADBADABEABCEEEACCBDDADDCBBCCAEBAEBEBEACCCDDDE;CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB;BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA;ECDABEBDCEECDBDCCCCBCXCBAACDBAAACEBABDDEDAEBE;1;120;120;120;120;140;620;B;E;A;B;3;H;A;B;D;B;A;B;A;B;A;B;A;A;B;A;A;D;A;B;B
210054489745;2022;1;F;1;1;1;3;0;1;;1;;;;;;;;1302603;Manaus;13;AM;1;1;1;1;1087;1056;1066;1078;541.9;587.3;597.9;469.1;DEACDCACECBCBBEBCCCBAEEDAEEDCEAEBAEBBEDCBEDCA;EBBEBAEDBDEBBABACDECACACDADDBBAEDDEAECECAAAEC;DECDBDDBCACACECEADECCBCEAEBACBBABDBCBCADEECBB;ABADEBBBDCCBDDECCBEECDEBDABBBEEABDAADCEEACDCD;0;DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA;ECBABCDDAAECBCBECAEBAEACDEEDABBCDDEABCEDAAADB;DECDBDCEAADDBCABEDCAAADCCECEEBABEEAAABDBCCCABEECBB;BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD;1;120;200;160;160;200;840;G;G;D;D;3;H;A;E;D;C;A;B;B;B;B;B;A;B;B;B;B;D;A;C;B
210056759904;2022;2;F;1;1;1;3;0;1;;1;;;;;;;;2930501;Serrinha;29;BA;1;1;1;1;1088;1058;1067;1077;497;467.7;441.1;461.1;ADBCCCCAACEBBCADEAECABDACCAADBBBDDECABAAAAEAE;ABADAADDCEEAECEDECAEDECBEACCEEBABEAADAAEBCDCA;ABBEEACEAEEDCCAEAAACECEEDAEAAEDBBDABEAAEDACED;EDACADEEEDAEDBDBEBAABDEABCCAAECDBBEEDBEECEEAC;0;DDCBBCCDDAADBAABEDABCEEAEBAEBECBDDEBEACCEACCD;CEDAAADBAECBCDDADEABCBECAEEDAEBABBCDECBABEACD;CDBEDACDEACAABDBDBDDCABEEECEABECABEEAAACBBEBADCCCC;CCCCBXCBABECBEABDDDBDECDBDCAACEECCEBDBAAAEDAE;1;160;200;160;180;180;880;G;G;C;E;5;F;D;C;E;B;A;B;B;B;A;B;A;A;B;A;A;A;A;A;B
210056752681;2022;2;F;1;3;1;3;0;1;;1;;;;;;;;2926608;Ribeira do Pombal;29;BA;1;1;1;1;1086;1055;1065;1076;465.1;449.7;490.6;437.8;ABDACCCDBDADDEDDEBEBCCCBCDBEDACABCCDDDBDDCCEC;DAABCACCADADCADEAAEBAAAEDEEBEDBCDCEAEEEEBCEDE;EDDDEBECAAAECDEADDCBDAEEBEBDBEBEEDECADACCBDEE;BACEBBDEECECCBCBBDDAEEEBBBBCCCACAABDCBADDCEDD;0;EACDDEBEACCCDABCEECBBCCAEBEDABEADBADDCBDDAAEB;DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA;DCBDEEDCAAEAAACABBDBEBACCBEEECCBBDCAAADCCABEDBDECE;DBAAACEBEDAECCBECDEECBDCABECBEABDDCCDBDXCBAAC;1;120;200;140;160;140;760;D;F;D;D;3;H;B;C;D;B;C;B;B;B;B;B;A;A;D;A;B;D;A;C;B
210055923010;2022;4;M;1;2;1;1;1;1;;0;;;;;;;;3550308;São Paulo;35;SP;1;1;1;1;1086;1055;1065;1076;424.1;508.4;486.6;629.5;CBAEDDCABDDDDEDBABEEACAADBDBCCCEBBBDABCEDEAEB;BEABACDEBDAADCBBBEAADCBBBBBBABBAAEBDCECDDADCB;DBDCBDDEACABDDEDBDDBAACDBCBDDEAEEDBCACAEBCCDB;AADAECCECCACECBECCCBDEBAADBBBEABDBCCDBAADEEBE;0;EACDDEBEACCCDABCEECBBCCAEBEDABEADBADDCBDDAAEB;DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA;DCBDEEDCAAEAAACABBDBEBACCBEEECCBBDCAAADCCABEDBDECE;DBAAACEBEDAECCBECDEECBDCABECBEABDDCCDBDXCBAAC;1;120;120;100;120;120;580;H;G;D;D;3;E;A;C;C;C;A;B;B;B;A;B;A;B;C;A;A;D;A;B;B
210055319266;2022;3;M;1;1;1;3;0;1;;1;;;;;;;;4216602;São José;42;SC;1;1;1;1;1088;1058;1067;1077;584.8;592.4;626.9;737.2;CEDEDCCBEAAECEAEBBBBCBCABBECCBDDAAABAADCEBDCD;CBCAADDCEBCEDCDAAEABBABCAEADBCBABBDAEABDBBACD;CDBEDAAABDDDBECCEBECEEEABACABCEAAACBCCAEDACCB;CCBCEDCACBBCBEDBDAADBBCCBDCEACAECCEBCBDDABAAD;0;DDCBBCCDDAADBAABEDABCEEAEBAEBECBDDEBEACCEACCD;CEDAAADBAECBCDDADEABCBECAEEDAEBABBCDECBABEACD;CDBEDACDEACAABDBDBDDCABEEECEABECABEEAAACBBEBADCCCC;CCCCBXCBABECBEABDDDBDECDBDCAACEECCEBDBAAAEDAE;1;120;180;120;160;100;680;E;E;D;D;3;C;A;C;D;B;A;B;A;B;A;B;A;A;B;A;A;C;B;C;B
